snapshot_date,brand,market,source_url,url,home_key,community,address,lot,plan,status,price,prior_price,sqft,beds,baths,garage,incentive_text,raw_text,qa_flag
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/crowley/tesoro-at-chisholm-trail-ranch/6652-valley-lake-lane,e378944e116dafbac5,Tesoro at Chisholm Trail Ranch,"6652 Valley Lake Lane Crowley, TX 76036",,Oscar,Est Completion | August 2026,357990,,,,,,,"$357,990 | Open | House | Saturday & Sunday 1PM - 3PM | 6652 Valley Lake Lane | Crowley, TX 76036 | 4 | Beds | 2 | Baths | 2,131 | SQ FT | Est Completion Date: | August 2026 | Community | Tesoro at Chisholm Trail Ranch | Floor Plan | Oscar | View Detail | As low as | $2,618 | $357,990 | 6652 Valley Lake Lane | Crowley, TX 76036 | 4 | Beds | 3 | Baths | 2,131 | SQ FT | Est Completion Date: | August 2026 | Community | Tesoro at Chisholm Trail Ranch | Floor Plan | Oscar | View Detail | As low as | $2,578",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/forney/devonshire/1182-nora-lane,eec41a2f788e4ec06a,Devonshire,"1182 Nora Lane Forney, TX 75126",,Hayden,Available | Now,339990,357990.0,,,,,Price Cut | Savings Shown,"$339,990 | 345990 | Save: | $6,000 | Open | House | Tuesday & Thursday 12PM - 4PM | Saturday & Sunday 12PM - 4PM | 1182 Nora Lane | Forney, TX 75126 | 4 | Beds | 3 | Baths | 2,132 | SQ FT | Available Date: | Now | Community | Devonshire | Floor Plan | Hayden | View Detail | As low as | $2,300",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/seagoville/stonehaven/2021-chariot-court,23d95533138e90807b,Stonehaven,"2021 Chariot Court Seagoville, TX 75159",,Hayden,Est Completion | September 2026,321990,,,,,,,"$321,990 | 2021 Chariot Court | Seagoville, TX 75159 | 4 | Beds | 3 | Baths | 2,132 | SQ FT | Est Completion Date: | September 2026 | Community | Stonehaven | Floor Plan | Hayden | View Detail | As low as | $2,574",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/forney/devonshire/1886-balfour-bend,fe11c0e7fd33464249,Devonshire,"1886 Balfour Bend Forney, TX 75126",,Hayden,Available | Now,339490,,,,,,Savings Shown,"$339,490 | 344490 | Save: | $5,000 | 1886 Balfour Bend | Forney, TX 75126 | 4 | Beds | 3 | Baths | 2,132 | SQ FT | Available Date: | Now | Community | Devonshire | Floor Plan | Hayden | View Detail | As low as | $2,308",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/alvarado/lone-oak/1521-mahogany-avenue,164a50707896843d88,Lone Oak,"1521 Mahogany Avenue Alvarado, TX 76009",,Hayden,Est Completion | August 2026,315990,,,,,,,"$315,990 | 1521 Mahogany Avenue | Alvarado, TX 76009 | 4 | Beds | 3 | Baths | 2,132 | SQ FT | Est Completion Date: | August 2026 | Community | Lone Oak | Floor Plan | Hayden | View Detail | As low as | $2,315",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/alvarado/lone-oak/1508-mahogany-avenue,68b1be142dcd1891f0,Lone Oak,"1508 Mahogany Avenue Alvarado, TX 76009",,Hayden,Est Completion | September 2026,316990,,,,,,,"$316,990 | 1508 Mahogany Avenue | Alvarado, TX 76009 | 4 | Beds | 3 | Baths | 2,132 | SQ FT | Est Completion Date: | September 2026 | Community | Lone Oak | Floor Plan | Hayden | View Detail | As low as | $2,300",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/seagoville/stonehaven/2013-chariot-court,30b024d57917c34d05,Stonehaven,"2013 Chariot Court Seagoville, TX 75159",,Hayden,Est Completion | October 2026,321990,,,,,,,"$321,990 | 2013 Chariot Court | Seagoville, TX 75159 | 4 | Beds | 3 | Baths | 2,132 | SQ FT | Est Completion Date: | October 2026 | Community | Stonehaven | Floor Plan | Hayden | View Detail | As low as | $2,500",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/484-hundred-acre-drive,8789731c98adbc6ec1,Dove Hollow,"484 Hundred Acre Drive Waxahachie, TX 75165",,Oscar,Available | Now,359990,,,,,,Savings Shown,"$359,990 | 367490 | Save: | $7,500 | Open | House | Saturday & Sunday 1PM - 3PM | 484 Hundred Acre Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Available Date: | Now | Community | Dove Hollow | Floor Plan | Oscar | Dove Hollow | View Detail | As low as | $2,530",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/elevon/209-bright-alcove-court,8fea586d4831a2898d,Elevon,"209 Bright Alcove Court Lavon, TX 75166",,Oscar,Available | Now,354990,,,,,,Savings Shown,"$354,990 | 357990 | Save: | $3,000 | 209 Bright Alcove Court | Lavon, TX 75166 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Available Date: | Now | Community | Elevon | Floor Plan | Oscar | View Detail | As low as | $2,528",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/windmore/2115-sunshining-road,11bd40fb2144bf8679,Windmore,"2115 Sunshining Road Princeton, TX 75407",,Oscar,Available | Now,364990,,,,,,Savings Shown,"$364,990 | 374990 | Save: | $10,000 | 2115 Sunshining Road | Princeton, TX 75407 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Available Date: | Now | Community | Windmore | Floor Plan | Oscar | Windmore | View Detail | As low as | $2,535",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/473-hocking-hills-drive,99a6c96b6eedaaf43f,Dove Hollow,"473 Hocking Hills Drive Waxahachie, TX 75165",,Oscar,Est Completion | August 2026,364990,,,,,,,"$364,990 | Open | House | Saturday & Sunday 1PM - 3PM | 473 Hocking Hills Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Est Completion Date: | August 2026 | Community | Dove Hollow | Floor Plan | Oscar | Dove Hollow | View Detail | As low as | $2,535",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/464-hocking-hills-drive,b2d5a4c4ffd7f110d6,Dove Hollow,"464 Hocking Hills Drive Waxahachie, TX 75165",,Oscar,Est Completion | August 2026,364990,,,,,,,"$364,990 | 464 Hocking Hills Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Est Completion Date: | August 2026 | Community | Dove Hollow | Floor Plan | Oscar | Dove Hollow | View Detail | As low as | $2,729",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/forney/devonshire/1116-nora-lane,6409a97879f725b469,Devonshire,"1116 Nora Lane Forney, TX 75126",,Oscar,Est Completion | August 2026,360490,,,,,,,"$360,490 | 1116 Nora Lane | Forney, TX 75126 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Est Completion Date: | August 2026 | Community | Devonshire | Floor Plan | Oscar | Devonshire | View Detail | As low as | $2,535",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/476-hocking-hills-drive,d191a63c27ed75e37a,Dove Hollow,"476 Hocking Hills Drive Waxahachie, TX 75165",,Oscar,Est Completion | August 2026,364990,,,,,,,"$364,990 | 476 Hocking Hills Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Est Completion Date: | August 2026 | Community | Dove Hollow | Floor Plan | Oscar | Dove Hollow | View Detail | As low as | $2,535",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/469-hocking-hills-drive,84d3cafc2591df6b4f,Dove Hollow,"469 Hocking Hills Drive Waxahachie, TX 75165",,Oscar,Est Completion | August 2026,364990,,,,,,,"$364,990 | 469 Hocking Hills Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,152 | SQ FT | Est Completion Date: | August 2026 | Community | Dove Hollow | Floor Plan | Oscar | Dove Hollow | View Detail | As low as | $2,484",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/haslet/madero/1457-companero-street,321d53687844d8afd5,Madero,"1457 Companero Street Haslet, TX 76052",,Oscar,Available | Now,356990,372490.0,,,,,Price Cut | Savings Shown,"$356,990 | $372,490 | Save: | $15,500 | Open | House | Tuesday & Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 1457 Companero Street | Haslet, TX 76052 | 4 | Beds | 3 | Baths | 2,185 | SQ FT | Available Date: | Now | Community | Madero | Floor Plan | Oscar | View Detail | As low as | $2,618",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/crowley/tesoro-at-chisholm-trail-ranch/6665-valley-lake-lane,4ce8324ebe0cd8b36e,Tesoro at Chisholm Trail Ranch,"6665 Valley Lake Lane Crowley, TX 76036",,Oscar,Est Completion | August 2026,357990,,,,,,,"$357,990 | Open | House | Saturday & Sunday 1PM - 3PM | 6665 Valley Lake Lane | Crowley, TX 76036 | 4 | Beds | 3 | Baths | 2,185 | SQ FT | Est Completion Date: | August 2026 | Community | Tesoro at Chisholm Trail Ranch | Floor Plan | Oscar | View Detail | As low as | $2,377",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/eastridge/710-knox-river-drive,c3b71343437593c1bd,Eastridge,"710 Knox River Drive McKinney, TX 75071",,Oak II,Available | Now,349990,,,,,,,"$349,990 | Open | House | Tuesday & Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 710 Knox River Drive | McKinney, TX 75071 | 4 | Beds | 2 | .5 | Baths | 2,308 | SQ FT | Available Date: | Now | Community | Eastridge | Floor Plan | Oak II | View Detail | As low as | $2,292",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/southridge/522-green-gables-drive,707df24455152b56a2,Southridge,"522 Green Gables Drive McKinney, TX 75071",,Oak II,Est Completion | August 2026,335990,,,,,,,"$335,990 | 522 Green Gables Drive | McKinney, TX 75071 | 4 | Beds | 2 | .5 | Baths | 2,308 | SQ FT | Est Completion Date: | August 2026 | Community | Southridge | Floor Plan | Oak II | View Detail | As low as | $2,292",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/southridge/504-green-gables-drive,85be5b72fcd1b40853,Southridge,"504 Green Gables Drive McKinney, TX 75071",,Mesquite,Available | Now,335990,,,,,,,"$335,990 | 504 Green Gables Drive | McKinney, TX 75071 | 4 | Beds | 2 | .5 | Baths | 2,311 | SQ FT | Available Date: | Now | Community | Southridge | Floor Plan | Mesquite | View Detail | As low as | $2,481",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/321-millwood-road,bc80e502977ec4a5c4,Nicholson Ranch,"321 Millwood Road Lavon, TX 75166",,Mesquite,Available | Now,332490,,,,,,Savings Shown,"$332,490 | 340490 | Save: | $8,000 | 321 Millwood Road | Lavon, TX 75166 | 4 | Beds | 2 | .5 | Baths | 2,311 | SQ FT | Available Date: | Now | Community | Nicholson Ranch | Floor Plan | Mesquite | View Detail | As low as | $2,316",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/trails-of-lavon/1221-wolfsbane-drive,f03dd964907889104f,Trails of Lavon,"1221 Wolfsbane Drive Lavon, TX 75166",,Oak II,Available | Now,337990,,,,,,,"$337,990 | Tuesday & Thursday 12-2 and Saturday & Sunday 1-3 | Open | House | Tuesday - Saturday 11AM - 4PM | Sunday 1PM - 5PM | 1221 Wolfsbane Drive | Lavon, TX 75166 | 4 | Beds | 2 | .5 | Baths | 2,318 | SQ FT | Available Date: | Now | Community | Trails of Lavon | Floor Plan | Oak II | Trails of Lavon | View Detail | As low as | $2,539",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/364-millwood-road,46d4b762f75db04ddb,Nicholson Ranch,"364 Millwood Road Lavon, TX 75166",,Oak II,Available | Now,340490,,,,,,,"$340,490 | 364 Millwood Road | Lavon, TX 75166 | 4 | Beds | 2 | .5 | Baths | 2,318 | SQ FT | Available Date: | Now | Community | Nicholson Ranch | Floor Plan | Oak II | View Detail | As low as | $2,463",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/316-millwood-road,18db062ea41bbaf027,Nicholson Ranch,"316 Millwood Road Lavon, TX 75166",,Oak II,Available | Now,329990,,,,,,Savings Shown,"$329,990 | 337990 | Save: | $8,000 | Open | House | Tuesday & Thursday 12PM - 4PM | Saturday & Sunday 12PM - 4PM | 316 Millwood Road | Lavon, TX 75166 | 4 | Beds | 2 | .5 | Baths | 2,318 | SQ FT | Available Date: | Now | Community | Nicholson Ranch | Floor Plan | Oak II | View Detail | As low as | $2,146",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/lowry-trails/2816-auburn-court,eeb50e97bccd756396,Lowry Trails,"2816 Auburn Court Princeton, TX 75407",,Oak II,Est Completion | August 2026,329990,,,,,,,"$329,990 | 2816 Auburn Court | Princeton, TX 75407 | 4 | Beds | 2 | .5 | Baths | 2,318 | SQ FT | Est Completion Date: | August 2026 | Community | Lowry Trails | Floor Plan | Oak II | View Detail | As low as | $2,426",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/elevon/284-bright-alcove-court,6ad12fef78d3198777,Elevon,"284 Bright Alcove Court Lavon, TX 75166",,Oak II,Est Completion | August 2026,339490,,,,,,Savings Shown,"$339,490 | 342490 | Save: | $3,000 | 284 Bright Alcove Court | Lavon, TX 75166 | 4 | Beds | 2 | .5 | Baths | 2,318 | SQ FT | Est Completion Date: | August 2026 | Community | Elevon | Floor Plan | Oak II | View Detail | As low as | $2,481",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/8353-kingfisher-road,5a63dae1f30950353d,Belmont,"8353 Kingfisher Road Aubrey, TX 76227",,Oak II,Est Completion | August 2026,339990,,,,,,,"$339,990 | Open | House | Tuesday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 8353 Kingfisher Road | Aubrey, TX 76227 | 4 | Beds | 2 | .5 | Baths | 2,321 | SQ FT | Est Completion Date: | August 2026 | Community | Belmont | Floor Plan | Oak II | View Detail | As low as | $2,463",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/332-millwood-road,94e3809d41b0ad2e1a,Nicholson Ranch,"332 Millwood Road Lavon, TX 75166",,Mesquite,Available | Now,329990,,,,,,Savings Shown,"$329,990 | 337990 | Save: | $8,000 | 332 Millwood Road | Lavon, TX 75166 | 4 | Beds | 1 | .5 | Baths | 2,328 | SQ FT | Available Date: | Now | Community | Nicholson Ranch | Floor Plan | Mesquite | View Detail | As low as | $2,391",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/mckinney/eastridge/6007-kaitlynn-drive,8a451f2fbadb1820d7,Eastridge,"6007 Kaitlynn Drive McKinney, TX 75071",,Mesquite,Est Completion | August 2026,351990,,,,,,,"$351,990 | 6007 Kaitlynn Drive | McKinney, TX 75071 | 4 | Beds | 2 | .5 | Baths | 2,328 | SQ FT | Est Completion Date: | August 2026 | Community | Eastridge | Floor Plan | Mesquite | View Detail | As low as | $2,146",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/princeton/lowry-trails/2804-auburn-court,2c242edba2a3f24bb2,Lowry Trails,"2804 Auburn Court Princeton, TX 75407",,Mesquite,Est Completion | September 2026,329990,,,,,,,"$329,990 | 2804 Auburn Court | Princeton, TX 75407 | 4 | Beds | 2 | .5 | Baths | 2,328 | SQ FT | Est Completion Date: | September 2026 | Community | Lowry Trails | Floor Plan | Mesquite | View Detail | As low as | $2,645",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/7624-kingfisher-road,4c3f652eecd2235bf2,Belmont,"7624 Kingfisher Road Aubrey, TX 76227",,Haylee,Available | Now,362990,389990.0,,,,,Price Cut | Savings Shown,"$362,990 | $389,990 | Save: | $27,000 | Open | House | Tuesday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 7624 Kingfisher Road | Aubrey, TX 76227 | 4 | Beds | 3 | Baths | 2,426 | SQ FT | Available Date: | Now | Community | Belmont | Floor Plan | Haylee | View Detail | As low as | $2,531",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/dallas-ft-worth/terra-vella/15016-santoscoy-street,cf3ede9adab8356810,Terra Vella,"15016 Santoscoy Street Fort Worth, TX 76052",,Haylee,Est Completion | August 2026,369990,374990.0,,,,,Price Cut | Savings Shown,"$369,990 | $374,990 | Save: | $5,000 | Open | House | Tuesday & Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 15016 Santoscoy Street | Fort Worth, TX 76052 | 4 | Beds | 3 | Baths | 2,426 | SQ FT | Est Completion Date: | August 2026 | Community | Terra Vella | Floor Plan | Haylee | View Detail | As low as | $2,743",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/haslet/madero/1449-companero-street,5550c96e3584af6d84,Madero,"1449 Companero Street Haslet, TX 76052",,Stanley II,Available | Now,394990,,,,,,Savings Shown,"$394,990 | 408990 | Save: | $14,000 | 1449 Companero Street | Haslet, TX 76052 | 4 | Beds | 3 | Baths | 2,426 | SQ FT | Available Date: | Now | Community | Madero | Floor Plan | Stanley II | View Detail | As low as | $2,405",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/3915-somerville-drive,3f82679ae014dd3be3,Lakehaven,"3915 Somerville Drive Farmersville, TX 75442",,Haylee,Available | Now,319990,,,,,,Savings Shown,"$319,990 | 324990 | Save: | $5,000 | 3915 Somerville Drive | Farmersville, TX 75442 | 4 | Beds | 3 | Baths | 2,426 | SQ FT | Available Date: | Now | Community | Lakehaven | Floor Plan | Haylee | View Detail | As low as | $2,372",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/alvarado/lone-oak/916-mossy-oak-drive,c0cd11a99ebded265f,Lone Oak,"916 Mossy Oak Drive Alvarado, TX 76009",,Haylee,Est Completion | August 2026,324990,,,,,,Savings Shown,"$324,990 | 332490 | Save: | $7,500 | Open | House | Thursday 12PM - 2PM | Saturday & Sunday 1PM - 3PM | 916 Mossy Oak Drive | Alvarado, TX 76009 | 4 | Beds | 3 | Baths | 2,444 | SQ FT | Est Completion Date: | August 2026 | Community | Lone Oak | Floor Plan | Haylee | View Detail | As low as | $2,544",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/dallas-ft-worth/terra-vella/857-rockcloud-drive,7fb9299d761c8713b7,Terra Vella,"857 Rockcloud Drive Fort Worth, TX 76052",,Haylee,Est Completion | September 2026,371990,,,,,,,"$371,990 | 857 Rockcloud Drive | Fort Worth, TX 76052 | 4 | Beds | 3 | Baths | 2,444 | SQ FT | Est Completion Date: | September 2026 | Community | Terra Vella | Floor Plan | Haylee | View Detail | As low as | $2,422",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/alvarado/lone-oak/1517-mahogany-avenue,53dfa552debd47a7a3,Lone Oak,"1517 Mahogany Avenue Alvarado, TX 76009",,Haylee,Est Completion | September 2026,331990,,,,,,,"$331,990 | 1517 Mahogany Avenue | Alvarado, TX 76009 | 4 | Beds | 3 | Baths | 2,444 | SQ FT | Est Completion Date: | September 2026 | Community | Lone Oak | Floor Plan | Haylee | View Detail | As low as | $2,777",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/forney/devonshire/2208-willowbank-drive,1bf9bf3fa4d6c24c35,Devonshire,"2208 Willowbank Drive Forney, TX 75126",,Stanley II,Est Completion | October 2026,366990,,,,,,,"$366,990 | 2208 Willowbank Drive | Forney, TX 75126 | 4 | Beds | 3 | Baths | 2,444 | SQ FT | Est Completion Date: | October 2026 | Community | Devonshire | Floor Plan | Stanley II | View Detail | As low as | $2,756",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/477-hocking-hills-drive,024f988c5516196f98,Dove Hollow,"477 Hocking Hills Drive Waxahachie, TX 75165",,Stanley II,Est Completion | August 2026,397490,,,,,,,"$397,490 | Open | House | Saturday & Sunday 1PM - 3PM | 477 Hocking Hills Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,444 | SQ FT | Est Completion Date: | August 2026 | Community | Dove Hollow | Floor Plan | Stanley II | Dove Hollow | View Detail | As low as | $2,739",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/waxahachie/dove-hollow/465-hocking-hills-drive,11b38983356ada4ea9,Dove Hollow,"465 Hocking Hills Drive Waxahachie, TX 75165",,Stanley II,Est Completion | August 2026,394990,,,,,,,"$394,990 | 465 Hocking Hills Drive | Waxahachie, TX 75165 | 4 | Beds | 3 | Baths | 2,444 | SQ FT | Est Completion Date: | August 2026 | Community | Dove Hollow | Floor Plan | Stanley II | Dove Hollow | View Detail | As low as | $2,680",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/aubrey/belmont/7712-kingfisher-road,381617bafc720b7ffa,Belmont,"7712 Kingfisher Road Aubrey, TX 76227",,Haylee,Available | Now,367990,389990.0,,,,,Price Cut | Savings Shown,"$367,990 | $389,990 | Save: | $22,000 | 7712 Kingfisher Road | Aubrey, TX 76227 | 4 | Beds | 3 | Baths | 2,447 | SQ FT | Available Date: | Now | Community | Belmont | Floor Plan | Haylee | View Detail | As low as | $2,731",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/trails-of-lavon/337-yellowstar-lane,ab9ef7111cd254eec0,Trails of Lavon,"337 Yellowstar Lane Lavon, TX 75166",,Stanley II,Available | Now,399990,,,,,,,"$399,990 | 337 Yellowstar Lane | Lavon, TX 75166 | 4 | Beds | 3 | Baths | 2,447 | SQ FT | Available Date: | Now | Community | Trails of Lavon | Floor Plan | Stanley II | 3-Car Garage | View Detail | As low as | $2,624",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/farmersville/lakehaven/4010-austin-drive,094a201952c4e8fcd5,Lakehaven,"4010 Austin Drive Farmersville, TX 75442",,Stanley II,Available | Now,349990,,,,,,,"$349,990 | 4010 Austin Drive | Farmersville, TX 75442 | 4 | Beds | 3 | Baths | 2,447 | SQ FT | Available Date: | Now | Community | Lakehaven | Floor Plan | Stanley II | Lakehaven | View Detail | As low as | $2,664",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/elevon/911-sleepy-landing-drive,c222be68931d8fe6a4,Elevon,"911 Sleepy Landing Drive Lavon, TX 75166",,Stanley II,Available | Now,374990,,,,,,Savings Shown,"$374,990 | 379990 | Save: | $5,000 | Open | House | Thursday 12PM - 4PM | Saturday & Sunday 12PM - 4PM | 911 Sleepy Landing Drive | Lavon, TX 75166 | 4 | Beds | 3 | Baths | 2,447 | SQ FT | Available Date: | Now | Community | Elevon | Floor Plan | Stanley II | View Detail | As low as | $2,641",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/haslet/madero/1433-companero-street,31a061bd0f40c2afc4,Madero,"1433 Companero Street Haslet, TX 76052",,Stanley II,Available | Now,379990,,,,,,Savings Shown,"$379,990 | 394990 | Save: | $15,000 | 1433 Companero Street | Haslet, TX 76052 | 4 | Beds | 3 | Baths | 2,447 | SQ FT | Available Date: | Now | Community | Madero | Floor Plan | Stanley II | View Detail | As low as | $2,791",
2026-07-31,Trophy Signature Homes,DFW,https://trophysignaturehomes.com/homes/dallas-ft-worth,https://trophysignaturehomes.com/homes/dallas-ft-worth/lavon/nicholson-ranch/1120-del-rio-drive,7b8288c9b8ba93ab93,Nicholson Ranch,"1120 Del Rio Drive Lavon, TX 75166",,Stanley II,Est Completion | August 2026,374990,,,,,,,"$374,990 | 1120 Del Rio Drive | Lavon, TX 75166 | 4 | Beds | 3 | Baths | 2,447 | SQ FT | Est Completion Date: | August 2026 | Community | Nicholson Ranch | Floor Plan | Stanley II | View Detail | As low as | $2,762",
